City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Ossora,RU,59.2353,163.0719,42.6,83,11,5.41,few clouds
339,Thompson,CA,55.7435,-97.8558,57.36,82,75,5.75,broken clouds
340,Ayan,RU,56.45,138.1667,50.31,64,0,4.7,clear sky
341,Palauig,PH,15.435,119.9045,80.49,78,100,2.66,overcast clouds
342,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.3,70,14,9.33,few clouds
343,Nagornyy,RU,52.7959,83.5498,40.35,90,100,2.42,overcast clouds
344,Kenai,US,60.5544,-151.2583,42.15,70,90,21.85,overcast clouds
345,Alice Springs,AU,-23.7,133.8833,44.15,42,6,4.61,clear sky
346,Sale,MA,34.0389,-6.8166,72.28,88,75,4.61,broken clouds
347,Svetlaya,RU,46.5389,138.3297,47.88,79,0,5.75,clear sky
348,Golden,US,39.7555,-105.2211,83.68,17,40,1.01,scattered clouds
349,Mana,GF,5.6592,-53.7767,86.09,67,92,11.77,overcast clouds
350,Kalangala,UG,-0.3089,32.225,73.56,63,13,1.66,few clouds
351,Kungurtug,RU,50.5994,97.5228,40.06,48,100,2.42,overcast clouds
352,Uusikaupunki,FI,60.8004,21.4084,46.92,95,100,18.16,light rain
353,Touros,BR,-5.1989,-35.4608,85.1,65,55,16.04,broken clouds
354,Nokha,IN,27.6,73.4167,79.47,77,98,11.32,overcast clouds
355,Ocosingo,MX,17.0667,-92.25,69.64,45,98,5.68,overcast clouds
356,Port Moresby,PG,-9.4431,147.1797,74.62,88,75,11.5,haze
357,Tolaga Bay,NZ,-38.3667,178.3,50.88,84,7,7.29,clear sky
358,Dali,CN,25.7,100.1833,59.85,89,16,2.8,few clouds
359,Egvekinot,RU,66.3167,-179.1667,24.49,93,100,3.27,light snow
360,Zlitan,LY,32.4674,14.5687,77.81,77,8,12.68,clear sky
361,Dunedin,NZ,-45.8742,170.5036,48.79,71,0,18.01,clear sky
362,Mahanoro,MG,-19.9,48.8,67.73,79,32,0.49,scattered clouds
363,Vallenar,CL,-28.5708,-70.7581,84.76,13,0,8.01,clear sky
364,Turayf,SA,31.6725,38.6637,71.85,60,0,13.8,clear sky
365,Gamba,GA,-2.65,10.0,76.8,82,83,5.75,broken clouds
366,Gambela,ET,8.25,34.5833,73.33,84,96,4.25,overcast clouds
367,Krasnoye,UA,49.9145,24.6134,51.15,67,100,13.91,overcast clouds
368,Veraval,IN,20.9,70.3667,80.53,82,56,6.85,broken clouds
369,Mahon,ES,39.8885,4.2658,75.76,83,75,13.8,broken clouds
370,Sitka,US,57.0531,-135.33,55.29,71,90,16.11,light rain
371,Lavrentiya,RU,65.5833,-171.0,31.55,70,84,1.5,broken clouds
372,Lamu,KE,-2.2717,40.902,76.64,80,12,13.73,few clouds
373,Kendari,ID,-3.945,122.4989,71.42,97,96,2.73,moderate rain
374,Machachi,EC,-0.5,-78.5667,65.7,69,97,0.89,light rain
375,Bandarbeyla,SO,9.4942,50.8122,78.69,82,83,28.43,broken clouds
376,Upernavik,GL,72.7868,-56.1549,28.15,86,100,8.46,light snow
377,Sechura,PE,-5.5569,-80.8222,75.76,61,25,16.31,scattered clouds
378,Nikolskoye,RU,59.7035,30.7861,47.01,90,96,10.31,overcast clouds
379,Geraldton,AU,-28.7667,114.6,52.21,93,0,5.75,clear sky
380,Tyukhtet,RU,56.5389,89.3011,29.8,96,63,3.74,broken clouds
381,Chapleau,CA,47.8405,-83.4034,44.69,70,90,12.66,light rain
382,Okhotsk,RU,59.3833,143.3,46.42,71,16,2.86,few clouds
383,Bar-Le-Duc,FR,48.75,5.1667,59.81,78,3,2.44,clear sky
384,Sao Filipe,CV,14.8961,-24.4956,79.36,77,46,5.21,scattered clouds
385,Cabras,IT,39.93,8.5314,74.91,70,78,5.21,broken clouds
386,The Valley,AI,18.217,-63.0578,87.66,70,40,8.05,scattered clouds
387,Fayaoue,NC,-20.65,166.5333,69.73,65,61,22.62,broken clouds
388,Kaitangata,NZ,-46.2817,169.8464,45.9,66,22,13.62,few clouds
389,Rudnya,RU,54.947,31.0934,40.19,94,100,10.49,overcast clouds
390,Alihe,CN,50.5667,123.7167,49.95,99,100,3.06,overcast clouds
391,Waipawa,NZ,-41.4122,175.5153,53.02,73,3,7.18,clear sky
392,Turukhansk,RU,65.8167,87.9833,27.72,92,46,7.58,scattered clouds
393,Shelbyville,US,35.4834,-86.4603,71.67,46,1,5.99,clear sky
394,Rawson,AR,-43.3002,-65.1023,69.93,30,8,7.74,clear sky
395,Ilulissat,GL,69.2167,-51.1,24.82,68,75,19.57,light shower snow
396,Pandan,PH,14.0453,124.1694,80.74,84,63,7.05,broken clouds
397,San Juan,AR,-31.5375,-68.5364,79.05,14,0,5.08,clear sky
398,Acapulco,MX,16.8634,-99.8901,87.62,66,40,9.22,scattered clouds
399,Marystown,CA,47.1666,-55.1483,64.98,82,23,14.99,few clouds
400,Sibolga,ID,1.7427,98.7792,76.69,83,92,3.24,heavy intensity rain
401,Santa Fe,AR,-31.6333,-60.7,75.0,46,80,1.99,broken clouds
402,Nanortalik,GL,60.1432,-45.2371,36.88,76,7,21.63,clear sky
403,Yatou,CN,37.15,122.3833,66.74,77,99,2.44,light rain
404,Brae,GB,60.3964,-1.353,49.91,84,100,13.27,overcast clouds
405,Spokane,US,47.6166,-117.3677,68.38,49,1,1.99,clear sky
406,Phangnga,TH,8.4509,98.5298,77.04,93,100,2.55,overcast clouds
407,Khor,RU,47.8861,134.9464,41.4,83,0,2.28,clear sky
408,Lompoc,US,34.6391,-120.4579,82.02,80,40,5.01,mist
409,Bulungu,CD,-4.55,18.6,75.15,75,100,3.91,overcast clouds
410,Harper,LR,4.375,-7.7169,78.33,85,26,6.82,scattered clouds
411,Shaunavon,CA,49.6501,-108.4181,58.78,40,100,9.06,overcast clouds
412,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,104.41,12,26,9.19,scattered clouds
413,Waingapu,ID,-9.6567,120.2641,75.58,78,100,6.8,overcast clouds
414,Verkhnevilyuysk,RU,63.4453,120.3167,39.56,79,100,3.62,overcast clouds
415,Talas,TR,38.6908,35.5538,47.07,100,75,1.14,broken clouds
416,Taft,IR,31.7471,54.2088,76.95,12,20,6.91,few clouds
417,Visby,SE,57.6409,18.296,53.82,87,75,17.27,broken clouds
418,Gornopravdinsk,RU,60.05,69.9,33.94,93,72,3.65,broken clouds
419,Pentecoste,BR,-3.7928,-39.2703,80.67,47,91,12.57,overcast clouds
420,Duldurga,RU,50.6761,113.5931,36.55,85,10,1.79,clear sky
421,Lichtenburg,ZA,-26.152,26.1597,59.27,39,73,8.32,broken clouds
422,Galle,LK,6.0367,80.217,79.75,86,77,11.81,broken clouds
423,Aasiaat,GL,68.7098,-52.8699,22.87,85,100,6.13,overcast clouds
424,Yichun,CN,47.7,128.9,39.88,82,7,2.53,clear sky
425,Ritchie,ZA,-29.038,24.6028,69.01,28,4,7.83,clear sky
426,Santo Antonio Do Ica,BR,-3.1022,-67.9397,82.63,84,99,1.99,overcast clouds
427,Zhuhai,CN,22.2769,113.5678,85.05,88,40,23.02,thunderstorm with rain
428,Delijan,IR,33.9905,50.6838,77.29,9,0,3.53,clear sky
429,Sabla,NG,12.7525,4.7077,80.04,70,49,8.48,scattered clouds
430,Mormugao,IN,15.4,73.8,77.41,87,98,5.5,overcast clouds
431,Belaya Gora,RU,68.5333,146.4167,35.56,70,100,3.51,overcast clouds
432,Laguna,US,38.421,-121.4238,96.24,29,1,3.0,clear sky
433,Cordoba,AR,-31.4135,-64.1811,80.42,22,20,5.99,few clouds
434,Gold Coast,AU,-28.0,153.4333,57.99,89,1,3.0,clear sky
435,Olafsvik,IS,64.8945,-23.7142,40.86,88,100,17.96,overcast clouds
436,Verkhnyaya Inta,RU,65.9811,60.3094,37.29,90,100,5.93,overcast clouds
437,Farafangana,MG,-22.8167,47.8333,69.08,80,100,6.71,overcast clouds
438,Chemal,RU,51.4111,86.005,36.09,97,100,0.65,overcast clouds
439,Port-Cartier,CA,50.0334,-66.8654,53.92,93,100,5.64,overcast clouds
440,Aguimes,ES,27.9054,-15.4461,72.23,67,20,17.27,few clouds
441,Nuuk,GL,64.1835,-51.7216,36.21,44,20,4.61,few clouds
442,Lazaro Cardenas,MX,17.9583,-102.2,85.05,75,69,7.96,broken clouds
443,Ulladulla,AU,-35.35,150.4667,61.88,69,16,5.97,few clouds
444,Bryukhovetskaya,RU,45.806,38.9996,57.0,69,100,7.14,overcast clouds
445,Urk,NL,52.6625,5.6014,63.1,93,47,8.5,scattered clouds
446,Pundaguitan,PH,6.3711,126.1689,82.18,75,100,3.91,moderate rain
447,Itarantim,BR,-15.6597,-40.0656,74.37,56,100,11.21,overcast clouds
448,Toumodi,CI,6.5613,-5.0158,79.3,93,87,3.91,light rain
449,Margate,GB,51.3813,1.3862,64.26,83,25,1.99,scattered clouds
450,Padang,ID,-0.9492,100.3543,77.05,87,84,3.47,broken clouds
451,Nador,MA,35.174,-2.9287,73.47,94,75,4.61,broken clouds
452,Flin Flon,CA,54.7682,-101.865,55.24,58,90,18.41,overcast clouds
453,Cadillac,US,44.2519,-85.4012,51.12,81,90,11.5,overcast clouds
454,Teguise,ES,29.0605,-13.564,71.82,69,20,11.5,few clouds
455,Beihai,CN,21.4833,109.1,80.02,89,82,14.54,broken clouds
456,Sebaco,NI,12.8532,-86.0963,86.31,69,100,1.61,overcast clouds
457,Muzhi,RU,65.3667,64.6667,34.11,86,30,3.02,scattered clouds
458,Marsabit,KE,2.3284,37.9899,69.08,55,19,22.03,few clouds
459,Candido De Abreu,BR,-24.5669,-51.3333,80.29,33,94,2.95,overcast clouds
460,Le Port,RE,-20.9373,55.2919,69.76,74,2,5.26,clear sky
461,Santa Rosa,PH,14.3122,121.1114,82.38,83,100,2.71,overcast clouds
462,Ostersund,SE,63.1792,14.6357,43.25,93,40,12.66,scattered clouds
463,Feicheng,CN,35.2606,117.9675,68.34,96,98,6.49,light rain
464,Namatanai,PG,-3.6667,152.4333,78.44,78,100,6.62,overcast clouds
465,Vigrestad,NO,58.5667,5.7,53.28,74,73,28.32,broken clouds
466,Garissa,KE,-0.4536,39.6401,76.46,70,3,19.89,clear sky
467,Aksarka,RU,66.5606,67.7975,34.39,81,2,3.18,clear sky
468,Sioux Lookout,CA,50.1001,-91.917,71.67,37,20,11.5,few clouds
469,Leningradskiy,RU,69.3833,178.4167,26.01,94,100,8.1,overcast clouds
470,Axim,GH,4.8699,-2.2405,77.14,92,75,5.32,broken clouds
471,Krasnaya Gorbatka,RU,55.8703,41.7641,48.81,98,100,7.14,moderate rain
472,Mayumba,GA,-3.432,10.6554,76.1,86,77,4.43,broken clouds
473,Jishou,CN,28.3167,109.7167,75.25,87,0,0.43,clear sky
474,Yekaterinburg,RU,56.8575,60.6125,29.79,93,0,2.24,clear sky
475,Makakilo City,US,21.3469,-158.0858,81.28,68,40,6.91,scattered clouds
476,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,78,20,9.31,few clouds
477,Kruisfontein,ZA,-34.0033,24.7314,62.89,71,17,17.94,few clouds
478,Novaya Igirma,RU,57.1334,103.9112,34.95,93,97,3.56,overcast clouds
479,Vagamo,NO,61.8751,9.0967,41.47,88,55,8.88,broken clouds
480,Dingle,PH,10.9995,122.6711,76.06,92,92,5.37,moderate rain
481,Lillooet,CA,50.6856,-121.942,65.12,38,31,3.58,scattered clouds
482,Plettenberg Bay,ZA,-34.0527,23.3716,60.39,76,100,9.13,overcast clouds
483,College,US,64.8569,-147.8028,35.8,61,90,6.91,overcast clouds
484,Taksimo,RU,56.3444,114.8794,34.84,87,25,2.48,scattered clouds
485,Angoche,MZ,-16.2325,39.9086,74.1,76,3,11.12,clear sky
486,Ellensburg,US,46.9965,-120.5479,70.95,42,1,4.61,clear sky
487,Simao,CN,22.7886,100.9748,62.42,97,4,2.46,clear sky
488,Constantine,DZ,36.365,6.6147,80.01,47,75,4.61,broken clouds
489,Belluno,IT,46.145,12.2214,63.9,88,32,3.58,scattered clouds
490,Fuerte Olimpo,PY,-21.0415,-57.8738,96.87,26,99,7.47,overcast clouds
491,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,56.17,93,99,6.91,overcast clouds
492,Borovskoy,KZ,53.8,64.15,39.33,65,6,5.73,clear sky
493,Samarai,PG,-10.6167,150.6667,77.43,86,88,14.56,overcast clouds
494,Hambantota,LK,6.1241,81.1185,79.97,84,100,15.79,overcast clouds
495,Kjollefjord,NO,70.9457,27.3465,46.45,66,0,21.85,clear sky
496,Riyadh,SA,24.6877,46.7219,89.74,15,50,9.91,scattered clouds
497,Victor Harbor,AU,-35.5667,138.6167,53.01,86,5,10.09,clear sky
498,Bayir,TR,37.2687,28.2167,61.32,59,0,12.41,clear sky
499,Odessa,UA,46.4775,30.7326,49.93,76,75,6.71,broken clouds
500,Tiarei,PF,-17.5333,-149.3333,78.82,77,3,16.06,light rain
501,Bilma,NE,18.6853,12.9164,88.95,12,2,2.06,clear sky
502,Iskenderun,TR,36.5872,36.1735,72.43,70,37,4.12,scattered clouds
503,Puerto Quijarro,BO,-17.7833,-57.7667,94.69,28,100,7.09,overcast clouds
504,Portland,US,45.5234,-122.6762,70.56,74,40,1.99,scattered clouds
505,Coihaique,CL,-45.5752,-72.0662,59.61,62,75,5.75,light intensity shower rain
506,Bingol,TR,38.8847,40.4939,59.43,75,65,5.97,broken clouds
507,Minnedosa,CA,50.2453,-99.8436,73.96,27,17,16.17,few clouds
508,Takoradi,GH,4.8845,-1.7554,76.78,91,12,6.29,few clouds
509,Mut,TR,36.6439,33.4389,60.89,58,8,14.45,clear sky
510,Baihar,IN,22.1,80.55,72.16,97,100,1.28,overcast clouds
511,Noumea,NC,-22.2763,166.4572,60.78,64,88,8.61,overcast clouds
512,Luancheng,CN,37.8792,114.6517,66.36,95,100,8.3,overcast clouds
513,Vila Do Maio,CV,15.1333,-23.2167,81.39,78,25,12.46,scattered clouds
514,Lagoa Da Prata,BR,-20.0225,-45.5436,90.25,23,2,4.61,clear sky
515,San Ramon,US,37.7799,-121.978,94.23,33,1,1.99,clear sky
516,Pitimbu,BR,-7.4706,-34.8086,82.99,73,59,12.01,broken clouds
517,Pemba,MZ,-12.974,40.5178,77.7,78,20,11.5,few clouds
518,Babai,IN,22.7,77.9333,75.99,91,92,1.16,overcast clouds
519,Road Town,VG,18.4167,-64.6167,88.2,70,20,8.05,few clouds
520,Yar-Sale,RU,66.8333,70.8333,39.81,86,100,12.28,overcast clouds
521,Morelia,MX,19.7008,-101.1844,74.34,57,11,4.25,few clouds
522,Kijang,KR,35.2442,129.2139,64.13,75,49,6.62,scattered clouds
523,Erzurum,TR,40.0,41.5,47.88,78,100,3.6,overcast clouds
524,Ilebo,CD,-4.3167,20.5833,69.49,95,100,5.82,moderate rain
525,Naberera,TZ,-4.2,36.9333,61.25,76,91,9.98,overcast clouds
526,Russell,US,32.3502,-85.1999,76.28,47,1,10.36,clear sky
527,Karratha,AU,-20.7377,116.8463,71.73,48,19,7.11,few clouds
528,Batken,KG,39.8333,71.0,50.63,30,0,2.17,clear sky
529,Taguatinga,BR,-12.3857,-46.5711,103.17,12,51,2.77,broken clouds
530,Red Wing,US,44.5625,-92.5338,76.37,38,1,1.01,clear sky
531,Ewo,CG,-0.8725,14.8206,75.02,78,64,2.89,light rain
532,Komsomolskiy,UZ,40.4272,71.7189,65.12,42,0,6.91,clear sky
533,Bikin,RU,46.8161,134.26,40.05,92,0,3.4,clear sky
534,Cabra,ES,37.4725,-4.4421,74.66,60,100,3.0,overcast clouds
535,Pringsewu,ID,-5.3582,104.9744,72.84,97,100,0.6,overcast clouds
536,Lodja,CD,-3.4833,23.4333,70.12,95,100,1.97,light rain
537,Poquoson,US,37.1224,-76.3458,71.64,94,90,6.91,light rain
538,Necochea,AR,-38.5473,-58.7368,66.04,75,61,9.69,broken clouds
539,Roald,NO,62.5833,6.1333,49.91,71,75,12.66,broken clouds
540,Ulcinj,ME,41.9294,19.2244,61.02,57,0,8.88,clear sky
541,Biak,ID,-0.9131,122.8766,73.76,89,93,4.83,overcast clouds
542,Tahe,CN,52.3333,124.7333,47.25,93,100,2.75,overcast clouds
543,Maniwaki,CA,46.3834,-75.966,68.54,94,100,2.3,overcast clouds
544,Kavaratti,IN,10.5669,72.642,81.45,79,95,14.25,overcast clouds
545,Dongli,CN,23.5656,116.8194,80.58,100,40,0.0,scattered clouds
546,Cardenas,CU,23.0375,-81.2047,84.96,72,57,11.23,broken clouds
547,Anloga,GH,5.7947,0.8973,80.82,84,37,7.54,scattered clouds
548,Saint-Georges,GD,12.0564,-61.7485,87.48,70,20,16.11,few clouds
549,Ardakan,IR,32.31,54.0175,82.78,13,1,2.42,clear sky
550,Adre,TD,13.4667,22.2,77.13,59,25,7.61,scattered clouds
551,Polis,CY,35.0367,32.4264,76.82,76,8,11.79,clear sky
552,Burnie,AU,-41.0667,145.9167,49.64,80,100,17.0,light rain
553,Gizo,SB,-8.103,156.8419,80.08,76,79,2.1,broken clouds
554,Agaro,ET,7.85,36.65,62.15,97,100,1.45,light rain
555,Thai Binh,VN,20.45,106.3333,78.8,94,100,7.47,light rain
556,Talnakh,RU,69.4865,88.3972,34.36,74,3,5.84,clear sky
557,Gobabis,NA,-22.45,18.9667,71.08,20,0,8.95,clear sky
558,Oranjemund,NA,-28.55,16.4333,57.13,90,99,6.4,overcast clouds
559,Jiangyou,CN,31.7667,104.7167,71.78,91,92,2.82,light rain
560,Santo Tomas,PH,14.1079,121.1414,80.85,94,100,1.99,overcast clouds
561,Clinton,US,42.587,-82.9199,56.17,93,90,10.36,light rain
562,Bud,US,39.447,-86.1758,66.81,55,16,15.41,few clouds
563,Kifri,IQ,34.6959,44.9661,83.16,19,0,6.29,clear sky
564,Laredo,US,27.5064,-99.5075,89.6,27,1,5.75,clear sky
565,Breves,BR,-1.6822,-50.4803,92.19,48,100,6.02,overcast clouds
566,Yicheng,CN,31.3705,119.8703,73.62,79,67,12.3,light rain
567,Haysville,US,37.5645,-97.3523,83.34,27,1,5.01,clear sky
568,Vestmanna,FO,62.1564,-7.1664,40.12,100,90,18.41,overcast clouds
569,Aitape,PG,-3.1374,142.3475,76.8,88,100,7.0,overcast clouds
570,Morehead,US,37.2711,-87.1764,71.83,40,1,4.0,clear sky
571,Ambanja,MG,-13.6833,48.45,72.18,87,17,1.74,few clouds
572,Digby,CA,44.6169,-65.7655,76.15,70,30,6.42,scattered clouds
573,Namanga,KE,-2.5433,36.7905,65.93,70,66,8.1,broken clouds
574,Coihueco,CL,-36.6167,-71.8333,68.74,46,0,11.5,clear sky
575,Vao,NC,-22.6667,167.4833,66.85,61,51,17.02,broken clouds
576,Cabedelo,BR,-6.9811,-34.8339,83.07,74,100,14.29,overcast clouds
577,Choix,MX,26.7092,-108.3219,95.61,36,16,5.55,few clouds
578,San Giovanni Lupatoto,IT,45.3879,11.038,65.95,77,0,2.3,clear sky
579,Payakumbuh,ID,-0.2202,100.6308,70.61,98,89,1.86,overcast clouds
580,Camana,PE,-16.6228,-72.7111,63.52,78,78,8.12,broken clouds
581,Yumen,CN,40.2833,97.2,62.02,30,91,0.63,overcast clouds
582,Hirara,JP,24.8,125.2833,83.39,75,4,13.47,clear sky
583,Carinhanha,BR,-14.3047,-43.765,90.84,28,2,3.29,clear sky
584,Biggar,GB,55.6167,-3.5167,57.9,96,100,11.36,overcast clouds
585,Bucyrus,US,40.8084,-82.9755,58.82,82,100,13.76,overcast clouds
586,Kamenka,RU,51.3223,42.7678,46.65,70,98,1.9,overcast clouds
587,Santa Maria,BR,-29.6842,-53.8069,61.9,77,90,8.05,overcast clouds
588,Sevierville,US,35.8681,-83.5618,71.89,49,1,5.75,clear sky
589,Mackay,AU,-21.15,149.2,60.78,94,90,6.91,overcast clouds
590,Ouesso,CG,1.6136,16.0517,74.39,79,99,1.92,overcast clouds
591,Pacatuba,BR,-3.9842,-38.6203,83.57,58,83,8.77,broken clouds
592,Victoria Point,AU,-27.5833,153.3,57.9,87,0,1.01,clear sky
593,Tapejara,BR,-28.0681,-52.0139,62.98,86,100,0.2,moderate rain
594,Graaff-Reinet,ZA,-32.2522,24.5308,68.77,15,57,4.05,broken clouds
595,Mmabatho,ZA,-25.85,25.6333,60.76,41,44,6.91,scattered clouds
596,Takaka,NZ,-40.85,172.8,50.97,84,12,3.0,few clouds
597,Dzerzhinsk,RU,56.2389,43.4631,51.62,82,75,6.71,light rain
598,Bubaque,GW,11.2833,-15.8333,82.36,74,99,6.89,overcast clouds
599,Jiwani,PK,25.05,61.7417,80.4,87,49,6.08,scattered clouds
600,Gayny,RU,60.3071,54.3241,38.17,94,2,4.43,clear sky
601,Ketchikan,US,55.3422,-131.6461,51.78,93,90,18.41,moderate rain
602,Mimongo,GA,-1.6195,11.6068,71.35,94,89,3.13,light rain
603,Forio,IT,40.7342,13.8646,71.33,59,13,10.2,few clouds
604,Tabas,IR,33.5959,56.9244,84.61,11,43,3.53,scattered clouds
605,Fort Nelson,CA,58.8053,-122.7002,49.59,43,75,4.61,broken clouds
606,Mount Gambier,AU,-37.8333,140.7667,51.71,87,90,13.8,overcast clouds
607,Hinton,CA,53.4001,-117.5857,56.1,28,100,7.34,overcast clouds
608,Santa Lucia,ES,27.9117,-15.5407,67.32,68,20,17.27,few clouds
609,Torrevieja,ES,37.9787,-0.6822,79.38,74,65,8.99,broken clouds
610,Vestmannaeyjar,IS,63.4427,-20.2734,48.87,93,100,18.5,overcast clouds
611,Hamilton,US,39.1834,-84.5333,67.93,68,75,1.99,broken clouds
612,Nyurba,RU,63.2842,118.3319,39.27,77,100,4.23,overcast clouds
613,Juneau,US,58.3019,-134.4197,51.85,91,90,20.71,light rain
614,Namibe,AO,-15.1961,12.1522,66.72,90,34,7.43,scattered clouds
615,Fukue,JP,32.6881,128.8419,74.73,62,2,10.63,clear sky
616,Abu Samrah,SY,35.3029,37.1841,70.74,64,0,22.35,clear sky
617,Haderslev,DK,55.2538,9.4898,57.09,71,40,24.16,scattered clouds
618,Rocha,UY,-34.4833,-54.3333,56.19,89,100,6.42,overcast clouds
619,Tarrega,ES,41.647,1.1396,67.98,71,3,1.23,clear sky
620,Lichinga,MZ,-13.3128,35.2406,66.16,56,69,2.21,broken clouds
621,Richards Bay,ZA,-28.783,32.0377,66.13,64,0,16.78,clear sky
622,Milyutinskaya,RU,48.6279,41.6679,48.76,58,67,4.45,broken clouds
623,Havre-Saint-Pierre,CA,50.2334,-63.5986,55.76,82,90,9.22,overcast clouds
624,Sulangan,PH,11.1373,123.7228,82.54,81,100,12.77,overcast clouds
625,Conceicao Do Araguaia,BR,-8.2578,-49.2647,103.87,16,14,5.37,few clouds
626,Tyristrand,NO,60.0837,10.0966,52.92,71,0,4.99,clear sky
627,Winnemucca,US,40.973,-117.7357,73.45,23,99,8.05,overcast clouds
628,Buala,SB,-8.145,159.5921,78.3,82,100,2.8,moderate rain
629,Tornio,FI,65.8481,24.1466,46.42,83,100,21.7,overcast clouds
630,Bagdarin,RU,54.4333,113.6,29.17,96,50,2.53,scattered clouds
631,Harvard,US,42.4222,-88.6137,68.79,41,86,16.49,overcast clouds
632,Batagay,RU,67.6333,134.6333,35.8,82,89,3.58,overcast clouds
633,Tura,IN,25.5198,90.2201,73.36,93,18,2.39,few clouds
634,Rafsanjan,IR,30.4067,55.9939,79.75,17,48,5.75,scattered clouds
635,Datong,CN,40.0936,113.2914,60.39,84,99,5.23,overcast clouds
636,Fujin,CN,47.26,132.0322,43.47,74,3,3.76,clear sky
637,Nong Phai,TH,15.9903,101.0618,73.9,98,100,0.67,overcast clouds
638,Skjervoy,NO,70.0311,20.9714,50.18,84,92,17.13,light rain
639,Cauquenes,CL,-35.9671,-72.3225,68.67,44,100,7.85,overcast clouds
640,Klyuchi,RU,52.2667,79.1667,34.25,91,28,7.49,scattered clouds
641,Lyuban,BY,52.7985,28.0048,46.17,96,100,13.82,overcast clouds
642,San Jose,US,37.3394,-121.895,92.52,42,75,5.75,broken clouds
643,Port Pirie,AU,-33.1833,138.0167,46.49,62,0,0.87,clear sky
644,Tyup,KG,42.7276,78.3648,50.34,44,41,3.53,scattered clouds
645,Mantua,IT,45.1667,10.7833,66.52,76,12,0.85,few clouds
646,Guaira,BR,-20.3183,-48.3106,94.82,19,6,5.86,clear sky
647,Ingham,US,42.6,-84.3833,52.05,95,90,11.5,light intensity drizzle
648,Upata,VE,8.0086,-62.3989,86.34,57,45,3.09,scattered clouds
649,Yaguajay,CU,22.3272,-79.2378,86.97,61,97,7.67,overcast clouds
650,Ust-Omchug,RU,61.15,149.6333,35.17,83,11,1.97,few clouds
651,Gunnaur,IN,28.25,78.4333,77.88,88,20,6.29,few clouds
652,Bay City,US,43.5945,-83.8889,56.05,93,90,16.11,light rain
653,Kearney,US,40.6995,-99.0815,80.51,29,1,12.66,clear sky
654,Merauke,ID,-8.4667,140.3333,75.9,85,97,12.33,overcast clouds
655,Nishihara,JP,26.1842,127.7558,79.88,78,20,9.22,few clouds
656,Mendi,PG,-6.1761,143.6513,56.37,99,100,1.57,overcast clouds
657,Abbeville,FR,50.1,1.8333,62.56,94,100,6.49,overcast clouds
658,Huilong,CN,31.8111,121.655,74.98,88,92,11.61,light rain
659,Ahipara,NZ,-35.1667,173.1667,57.06,83,98,14.88,overcast clouds
660,Pochutla,MX,15.7432,-96.4661,89.82,58,100,5.99,overcast clouds
661,Tautira,PF,-17.7333,-149.15,78.82,77,0,13.89,moderate rain
662,Atar,MR,20.5169,-13.0499,98.44,13,81,9.55,broken clouds
663,Bambanglipuro,ID,-7.95,110.2833,75.65,92,100,5.68,overcast clouds
664,Kantang,TH,7.4054,99.5156,76.44,94,99,3.09,overcast clouds
665,Safety Harbor,US,27.9909,-82.6932,90.18,68,1,1.99,clear sky
666,Gemena,CD,3.25,19.7667,68.07,98,47,0.96,scattered clouds
667,Buraydah,SA,26.326,43.975,91.85,15,24,8.79,few clouds
668,Hurricane,US,37.1753,-113.2899,88.99,15,96,5.64,overcast clouds
669,Moosomin,CA,50.1333,-101.6677,71.44,23,100,15.95,overcast clouds
670,Bowen,AU,-20.0167,148.2333,61.02,75,96,8.08,overcast clouds
671,Malkara,TR,40.89,26.9011,53.24,62,7,5.14,clear sky
672,Korla,CN,41.7597,86.1469,67.17,28,0,8.08,clear sky
673,Conde,BR,-7.2597,-34.9075,81.86,69,20,14.97,few clouds
674,Broken Hill,AU,-31.95,141.4333,58.71,38,5,11.5,clear sky
675,Tilichiki,RU,60.4667,166.1,41.72,83,65,4.7,broken clouds
676,Oyama,JP,36.3,139.8,75.04,72,89,1.59,overcast clouds
677,Agirish,RU,61.9247,63.0231,40.89,87,100,2.19,overcast clouds
678,Samana,DO,19.2056,-69.3369,89.82,66,40,4.61,scattered clouds
679,Husavik,IS,66.0449,-17.3389,39.11,93,100,16.58,overcast clouds
680,Grimshaw,CA,56.1834,-117.6027,53.22,30,75,19.57,broken clouds
681,Xichang,CN,27.8964,102.2634,63.37,88,41,0.83,scattered clouds
682,Abha,SA,18.2164,42.5053,69.62,83,20,0.0,few clouds
683,Okato,NZ,-39.2,173.8833,55.42,85,100,14.16,overcast clouds
684,Magadan,RU,59.5667,150.8,43.29,76,1,3.22,clear sky
685,Ionia,US,42.9873,-85.0711,55.18,93,90,18.41,light rain
686,Ilo,PE,-17.6394,-71.3375,61.66,77,90,8.05,overcast clouds
687,Mazamari,PE,-11.3258,-74.5308,91.76,35,67,3.11,broken clouds
688,Huntsville,US,34.7304,-86.5861,72.21,50,1,1.01,clear sky
689,Duma,CN,34.7653,108.135,59.02,96,100,2.98,light rain
690,Inuvik,CA,68.3499,-133.7218,34.56,86,75,2.3,broken clouds
