City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
286,Ballina,20,AU,2021-09-20 02:36:14,47,-28.8667,153.5667,86.04,17.27
287,Buala,96,SB,2021-09-20 02:36:15,73,-8.145,159.5921,83.19,8.79
288,Mirabad,0,AF,2021-09-20 02:36:15,27,30.4362,61.8383,78.21,18.37
289,Moose Factory,75,CA,2021-09-20 02:36:16,49,51.2585,-80.6094,69.8,19.57
290,Palafrugell,59,ES,2021-09-20 02:36:16,96,41.9174,3.1631,65.71,1.99
291,Pemba,20,MZ,2021-09-20 02:36:17,94,-12.974,40.5178,68.7,9.22
292,Roald,90,NO,2021-09-20 02:36:17,100,62.5833,6.1333,59.16,2.3
293,Ponta Do Sol,53,PT,2021-09-20 02:36:18,73,32.6667,-17.1,72.23,5.79
294,Lorengau,65,PG,2021-09-20 02:36:18,68,-2.0226,147.2712,85.14,7.2
295,Behbahan,0,IR,2021-09-20 02:36:19,17,30.5959,50.2417,76.32,3.85
296,Semey,0,KZ,2021-09-20 02:36:19,75,50.4111,80.2275,41.22,11.18
297,Yar-Sale,34,RU,2021-09-20 02:36:20,89,66.8333,70.8333,32.52,19.22
298,Dera Ghazi Khan,35,PK,2021-09-20 02:36:20,34,30.0561,70.6348,95.07,9.64
299,Gat,0,IL,2021-09-20 02:36:02,71,31.61,34.7642,78.4,3.94
300,Along,52,IN,2021-09-20 02:36:21,79,28.1667,94.7667,81.37,0.89
301,Fairbanks,75,US,2021-09-20 02:35:01,63,64.8378,-147.7164,50.34,2.3
302,Mount Isa,10,AU,2021-09-20 02:36:22,18,-20.7333,139.5,91.17,14.97
303,Mandera,24,KE,2021-09-20 02:36:22,67,3.9366,41.867,75.22,11.07
304,Buraydah,2,SA,2021-09-20 02:36:22,22,26.326,43.975,81.05,8.84
305,Porto Novo,100,BJ,2021-09-20 02:36:23,90,6.4965,2.6036,76.15,4.29
306,Hervey Bay,0,AU,2021-09-20 02:36:23,68,-25.2986,152.8535,81.03,12.41
307,Horki,100,BY,2021-09-20 02:36:24,96,54.2861,30.9842,41.94,12.68
308,Aklavik,12,CA,2021-09-20 02:36:24,58,68.2191,-135.0107,45.43,5.95
309,Chernyshevskiy,100,RU,2021-09-20 02:36:25,72,63.0128,112.4714,35.11,8.03
310,Iralaya,22,HN,2021-09-20 02:36:25,84,15.0,-83.2333,80.08,6.33
311,Constitucion,0,CL,2021-09-20 02:36:25,81,-35.3333,-72.4167,48.43,8.28
312,Eten,49,PE,2021-09-20 02:36:26,83,-6.9081,-79.8642,62.26,14.14
313,Whitehorse,40,CA,2021-09-20 02:36:26,53,60.7161,-135.0538,50.77,5.75
314,Jacksonville,90,US,2021-09-20 02:32:13,92,30.3322,-81.6556,78.82,8.05
315,Skwierzyna,45,PL,2021-09-20 02:36:27,86,52.5991,15.5065,45.61,3.09
316,Ucluelet,94,CA,2021-09-20 02:36:27,94,48.9329,-125.5528,58.05,4.41
317,Narok,31,KE,2021-09-20 02:36:28,73,-1.0783,35.8601,56.32,3.31
318,Touros,75,BR,2021-09-20 02:36:02,72,-5.1989,-35.4608,77.9,15.3
319,Hornepayne,100,CA,2021-09-20 02:36:28,74,49.2138,-84.7705,66.38,17.4
320,Zigong,3,CN,2021-09-20 02:36:29,64,29.3416,104.7769,78.4,3.74
321,Gairo,0,IT,2021-09-20 02:36:29,82,39.8497,9.5047,63.18,6.4
322,Novyy Urengoy,100,RU,2021-09-20 02:36:30,90,66.0833,76.6333,32.0,20.13
323,Alice Springs,90,AU,2021-09-20 02:36:30,30,-23.7,133.8833,69.35,14.97
324,Saryg-Sep,7,RU,2021-09-20 02:36:31,33,51.5,95.6,64.31,3.83
325,San Patricio,0,US,2021-09-20 02:36:31,68,28.017,-97.5169,84.29,12.62
326,Mananara,100,MG,2021-09-20 02:36:31,89,-16.1667,49.7667,67.73,7.16
327,Borodino,100,RU,2021-09-20 02:36:32,71,55.9106,94.8983,54.91,7.18
328,Mirpur Mathelo,11,PK,2021-09-20 02:36:32,41,28.0227,69.5489,93.51,7.74
329,San Cristobal,79,VE,2021-09-20 02:34:25,97,7.7669,-72.225,73.58,1.95
330,Karacakoy,0,TR,2021-09-20 02:36:33,81,41.4029,28.3834,69.84,0.89
331,Grand-Lahou,8,CI,2021-09-20 02:36:33,94,5.1367,-5.0242,74.55,2.04
332,Praia,100,CV,2021-09-20 02:36:34,87,14.9215,-23.5087,79.9,5.46
333,Domna,46,RU,2021-09-20 02:36:34,81,51.8971,113.1573,50.16,0.0
334,Phan Thiet,100,VN,2021-09-20 02:36:35,73,10.9333,108.1,82.72,6.44
335,Taoudenni,1,ML,2021-09-20 02:36:35,19,22.6783,-3.9836,93.07,23.02
336,Nadym,98,RU,2021-09-20 02:36:36,82,65.5333,72.5167,33.01,23.13
337,Saint-Jean-Port-Joli,4,CA,2021-09-20 02:36:36,67,47.2171,-70.2658,53.4,2.24
338,Kibre Mengist,96,ET,2021-09-20 02:36:37,95,5.8833,38.9833,59.14,0.69
339,Saint-Augustin,0,CA,2021-09-20 02:36:37,55,51.226,-58.6502,46.13,10.92
340,Cidreira,100,BR,2021-09-20 02:36:37,97,-30.1811,-50.2056,66.58,19.37
341,Chuy,100,UY,2021-09-20 02:36:38,99,-33.6971,-53.4616,62.47,4.72
342,Santa Fe,98,AR,2021-09-20 02:36:39,83,-31.6333,-60.7,67.01,1.99
343,Lithakia,40,GR,2021-09-20 02:36:39,94,37.7167,20.8333,76.28,4.61
344,Awbari,0,LY,2021-09-20 02:36:39,26,26.5921,12.7805,77.76,8.23
345,Manaus,0,BR,2021-09-20 02:33:17,83,-3.1019,-60.025,79.29,3.44
346,Dawei,100,MM,2021-09-20 02:36:40,82,14.0833,98.2,81.7,3.15
347,Nguruka,98,TZ,2021-09-20 02:36:40,48,-5.1092,31.0419,66.9,4.47
348,Labuhan,5,ID,2021-09-20 02:36:41,54,-6.8844,112.2051,87.28,3.76
349,Vila,56,PT,2021-09-20 02:36:41,86,42.0304,-8.1588,51.33,5.95
350,Nizhnevartovsk,90,RU,2021-09-20 02:36:42,93,60.9344,76.5531,41.02,8.95
351,Vilhena,0,BR,2021-09-20 02:36:42,41,-12.7406,-60.1458,74.37,4.52
352,Gravelbourg,95,CA,2021-09-20 02:36:42,43,49.8834,-106.5512,53.87,6.04
353,Erenhot,78,CN,2021-09-20 02:36:43,43,43.6475,111.9767,65.17,18.81
354,Longyearbyen,90,SJ,2021-09-20 02:36:43,100,78.2186,15.6401,37.24,0.0
355,Weligama,85,LK,2021-09-20 02:36:44,73,5.9667,80.4167,83.25,7.29
356,Snezhnogorsk,36,RU,2021-09-20 02:36:44,83,69.1933,33.2531,24.58,9.19
357,Iwanai,18,JP,2021-09-20 02:36:45,43,42.9744,140.5089,70.92,5.41
358,Urubicha,100,BO,2021-09-20 02:36:46,47,-15.3833,-62.95,80.87,2.66
359,Okha,49,RU,2021-09-20 02:36:46,49,53.5739,142.9478,54.39,25.52
360,Ahipara,0,NZ,2021-09-20 02:36:47,65,-35.1667,173.1667,60.19,7.99
361,Kinshasa,20,CD,2021-09-20 02:36:47,88,-4.3246,15.3215,71.92,2.3
362,Greencastle,75,US,2021-09-20 02:32:33,89,39.6445,-86.8647,76.93,4.61
363,Bitburg,90,DE,2021-09-20 02:36:48,87,49.9667,6.5333,57.07,3.44
364,Maneadero,0,MX,2021-09-20 02:36:48,80,31.7167,-116.5667,65.1,3.78
365,Homer,1,US,2021-09-20 02:36:49,41,59.6425,-151.5483,59.07,4.61
366,Naranjal,53,EC,2021-09-20 02:36:49,88,-2.6667,-79.6167,76.8,2.89
367,Ileza,100,RU,2021-09-20 02:36:49,72,61.0533,43.9002,35.94,3.91
368,Kosonsoy,0,UZ,2021-09-20 02:36:50,19,41.2561,71.5508,59.56,9.51
369,Nangomba,11,TZ,2021-09-20 02:36:50,79,-10.9,38.5,66.92,4.03
370,Ayan,2,RU,2021-09-20 02:36:51,42,56.45,138.1667,49.06,18.68
371,Mikkeli,90,FI,2021-09-20 02:36:51,70,61.6886,27.2723,41.14,6.91
372,Tongchuan,12,CN,2021-09-20 02:36:52,52,35.0806,109.0897,72.07,6.85
373,Morogoro,26,TZ,2021-09-20 02:36:52,91,-6.8167,37.6667,66.87,2.17
374,Honggang,100,CN,2021-09-20 02:36:52,58,46.4667,124.8667,58.5,7.29
375,Alyangula,75,AU,2021-09-20 02:36:53,48,-13.8483,136.4192,89.47,8.05
376,Vilyuysk,9,RU,2021-09-20 02:36:53,55,63.7553,121.6247,40.35,5.59
377,Yatou,100,CN,2021-09-20 02:36:54,90,37.15,122.3833,72.18,28.95
378,Dryden,75,CA,2021-09-20 02:33:29,68,49.7833,-92.7503,73.69,9.22
379,Zhigansk,16,RU,2021-09-20 02:36:54,60,66.7697,123.3711,37.17,10.63
380,Mecca,84,SA,2021-09-20 02:32:02,36,21.4267,39.8261,84.13,5.37
381,Mazyr,100,BY,2021-09-20 02:36:55,97,52.0495,29.2456,46.38,11.63
382,Evensk,100,RU,2021-09-20 02:36:55,87,61.95,159.2333,48.34,11.63
383,Nizhniy Kuranakh,100,RU,2021-09-20 02:36:56,73,58.8353,125.4869,42.94,3.96
384,Clyde River,85,CA,2021-09-20 02:36:57,61,70.4692,-68.5914,28.54,2.68
385,Sur,0,OM,2021-09-20 02:36:57,68,22.5667,59.5289,83.03,6.15
386,Nouadhibou,0,MR,2021-09-20 02:36:58,78,20.931,-17.0347,76.98,12.66
387,Hay River,75,CA,2021-09-20 02:36:58,87,60.8156,-115.7999,46.38,3.44
388,Ketchikan,75,US,2021-09-20 02:35:16,88,55.3422,-131.6461,55.87,6.91
389,Narsaq,79,GL,2021-09-20 02:36:59,86,60.9167,-46.05,41.22,3.18
390,Upernavik,97,GL,2021-09-20 02:36:59,66,72.7868,-56.1549,25.5,9.37
391,Imeni Poliny Osipenko,39,RU,2021-09-20 02:37:00,35,52.4201,136.4853,64.29,12.75
392,San Policarpo,100,PH,2021-09-20 02:37:00,75,12.1791,125.5072,83.75,7.43
393,San Matias,27,BO,2021-09-20 02:37:01,20,-16.3667,-58.4,83.12,6.04
394,Tautira,60,PF,2021-09-20 02:37:01,79,-17.7333,-149.15,80.62,15.39
395,Coffs Harbour,1,AU,2021-09-20 02:37:02,60,-30.3,153.1333,80.87,11.5
396,Bambanglipuro,50,ID,2021-09-20 02:37:02,66,-7.95,110.2833,82.63,14.81
397,Poum,25,NC,2021-09-20 02:37:02,60,-20.2333,164.0167,72.48,12.91
398,Esfarayen,1,IR,2021-09-20 02:37:03,36,37.0765,57.5101,58.66,2.91
399,Namatanai,59,PG,2021-09-20 02:37:04,75,-3.6667,152.4333,83.12,5.93
400,Ormoz,100,SI,2021-09-20 02:37:04,92,46.4114,16.1544,52.79,5.75
401,Broken Hill,90,AU,2021-09-20 02:37:04,51,-31.95,141.4333,58.71,24.16
402,Solwezi,0,ZM,2021-09-20 02:37:05,59,-12.1688,26.3894,59.9,4.07
403,Beira,20,MZ,2021-09-20 02:37:05,88,-19.8436,34.8389,60.89,3.44
404,Blagoyevo,100,RU,2021-09-20 02:37:06,66,63.3667,47.9167,38.23,6.15
405,Cervo,43,ES,2021-09-20 02:37:06,78,43.6702,-7.4101,54.19,6.76
406,Aviles,90,ES,2021-09-20 02:37:07,94,43.5547,-5.9248,60.19,8.05
407,Esperance,19,AU,2021-09-20 02:37:07,55,-33.8667,121.9,57.04,13.02
408,Svetlaya,10,RU,2021-09-20 02:37:07,42,46.5389,138.3297,63.45,7.25
409,Mareeba,78,AU,2021-09-20 02:37:08,33,-17.0,145.4333,78.48,7.09
410,Karla,75,EE,2021-09-20 02:37:08,75,59.3723,24.9275,46.56,5.75
411,Nokaneng,92,BW,2021-09-20 02:37:09,27,-19.6667,22.2667,71.74,6.38
412,Russell,75,US,2021-09-20 02:37:09,91,32.3502,-85.1999,74.97,3.44
413,Coripata,100,BO,2021-09-20 02:37:10,94,-16.3,-67.6,72.41,2.01
414,Luderitz,22,NA,2021-09-20 02:37:10,85,-26.6481,15.1594,52.79,10.47
415,Geraldton,0,AU,2021-09-20 02:37:11,46,-28.7667,114.6,72.01,23.02
416,Lardos,0,GR,2021-09-20 02:37:11,60,36.0942,28.0157,77.95,6.15
417,Igunga,1,TZ,2021-09-20 02:37:12,43,-4.2833,33.8833,67.93,3.36
418,San Jeronimo,93,PE,2021-09-20 02:37:12,60,-11.9472,-75.2829,54.16,2.42
419,Bowen,26,AU,2021-09-20 02:33:59,57,-20.0167,148.2333,79.02,16.35
420,Omsukchan,100,RU,2021-09-20 02:33:12,88,62.5333,155.8,42.33,2.64
421,Kuopio,90,FI,2021-09-20 02:37:13,65,62.8924,27.677,42.75,9.22
422,Bouar,100,CF,2021-09-20 02:37:13,93,5.934,15.596,63.91,1.72
423,Crixas,2,BR,2021-09-20 02:37:14,18,-14.5489,-49.9692,79.88,3.09
424,Saint-Pierre,0,RE,2021-09-20 02:37:14,70,-21.3393,55.4781,62.29,9.22
425,Methoni,0,GR,2021-09-20 02:37:15,78,36.8197,21.7049,75.22,1.21
426,Yacuiba,14,BO,2021-09-20 02:37:16,32,-22.038,-63.6797,85.98,10.65
427,Lokosovo,68,RU,2021-09-20 02:37:16,92,61.1333,74.8167,36.82,10.58
428,Oudtshoorn,3,ZA,2021-09-20 02:37:17,92,-33.5907,22.2014,52.16,2.28
429,Pangkalanbuun,73,ID,2021-09-20 02:37:17,46,-2.6833,111.6167,90.1,5.21
430,Kamenka,100,RU,2021-09-20 02:37:18,92,51.3223,42.7678,46.94,21.05
431,La Ciotat,1,FR,2021-09-20 02:37:18,70,43.1748,5.6045,69.67,18.28
432,Vao,83,NC,2021-09-20 02:37:19,67,-22.6667,167.4833,67.69,16.53
433,Ilulissat,100,GL,2021-09-20 02:37:19,54,69.2167,-51.1,24.82,10.36
434,Pangnirtung,16,CA,2021-09-20 02:37:20,81,66.1451,-65.7125,30.88,8.72
435,Sabha,0,LY,2021-09-20 02:37:20,26,27.0377,14.4283,79.03,11.14
436,Trinidad,88,BO,2021-09-20 02:37:20,49,-14.8333,-64.9,83.44,5.55
437,Del Rio,1,US,2021-09-20 02:37:21,41,29.3627,-100.8968,93.31,5.75
438,Cartagena,40,CO,2021-09-20 02:32:42,89,10.3997,-75.5144,82.02,5.75
439,Necochea,100,AR,2021-09-20 02:37:22,90,-38.5473,-58.7368,52.03,10.76
440,Yarmouth,1,US,2021-09-20 02:34:46,82,41.7057,-70.2286,64.15,0.0
441,West Odessa,1,US,2021-09-20 02:35:58,27,31.8424,-102.4988,87.28,9.22
442,Tabou,12,CI,2021-09-20 02:37:22,87,4.423,-7.3528,77.14,1.12
443,Fernie,100,CA,2021-09-20 02:37:23,93,49.5,-115.0687,50.61,3.62
444,Kikwit,89,CD,2021-09-20 02:37:23,90,-5.041,18.8162,68.09,0.92
445,Bethel,1,US,2021-09-20 02:37:24,88,41.3712,-73.414,62.91,4.61
446,Asyut,0,EG,2021-09-20 02:37:24,33,27.181,31.1837,77.18,6.08
447,Derzhavinsk,2,KZ,2021-09-20 02:37:25,61,51.1,66.3167,38.8,11.45
448,Igrim,97,RU,2021-09-20 02:37:25,88,63.1906,64.4162,33.31,12.82
449,Waverly,99,US,2021-09-20 02:37:25,79,42.7392,-84.6208,70.83,9.55
450,Coihaique,0,CL,2021-09-20 02:37:26,70,-45.5752,-72.0662,40.95,2.3
451,Margate,100,GB,2021-09-20 02:37:26,98,51.3813,1.3862,61.3,11.41
452,Koumac,13,NC,2021-09-20 02:37:27,55,-20.5667,164.2833,74.62,10.11
453,Kireka,70,UG,2021-09-20 02:37:27,94,0.3475,32.6492,62.4,2.08
454,Atasu,0,KZ,2021-09-20 02:37:28,41,48.6814,71.6433,44.26,9.75
455,Banjar,46,ID,2021-09-20 02:37:28,55,-8.19,114.9675,80.46,1.9
456,Bandarbeyla,100,SO,2021-09-20 02:37:29,77,9.4942,50.8122,78.03,21.45
457,Cabedelo,45,BR,2021-09-20 02:37:29,77,-6.9811,-34.8339,75.87,12.39
458,Jiaozuo,78,CN,2021-09-20 02:37:29,53,35.2397,113.2331,77.58,10.18
459,Dingle,91,PH,2021-09-20 02:37:30,78,10.9995,122.6711,83.26,6.33
460,Rafsanjan,0,IR,2021-09-20 02:37:30,16,30.4067,55.9939,75.7,3.27
461,Victor Harbor,58,AU,2021-09-20 02:37:31,67,-35.5667,138.6167,56.8,8.99
462,Sembakung,100,ID,2021-09-20 02:37:31,93,3.8167,117.25,85.93,1.74
463,Esmeraldas,31,BR,2021-09-20 02:37:31,42,-19.7625,-44.3139,83.26,5.06
464,Port Hardy,75,CA,2021-09-20 02:37:32,100,50.6996,-127.4199,55.58,3.44
465,Velizh,100,RU,2021-09-20 02:37:32,98,55.6056,31.1967,37.02,12.3
466,Hofn,100,IS,2021-09-20 02:37:33,97,64.2539,-15.2082,51.37,31.03
467,Luanda,100,AO,2021-09-20 02:36:05,89,-8.8368,13.2343,70.77,11.7
468,Terney,41,RU,2021-09-20 02:37:33,37,45.0503,136.6092,66.97,4.16
469,Eureka,23,US,2021-09-20 02:37:34,96,40.8021,-124.1637,63.21,6.78
470,Kahului,40,US,2021-09-20 02:37:35,55,20.8947,-156.47,84.22,25.32
471,Waynesboro,1,US,2021-09-20 02:37:35,88,38.0685,-78.8895,72.54,3.44
472,Tottori,20,JP,2021-09-20 02:37:35,73,35.5,134.2333,80.6,6.91
473,Jand,75,PK,2021-09-20 02:37:36,52,33.4299,72.0193,88.2,8.48
474,Santo Tomas,100,PH,2021-09-20 02:37:36,78,14.1079,121.1414,86.32,3.47
475,Sorgun,6,TR,2021-09-20 02:37:37,55,39.8101,35.186,58.98,2.3
476,Lagoa,99,PT,2021-09-20 02:37:37,62,39.05,-27.9833,69.37,10.45
477,College,75,US,2021-09-20 02:37:36,63,64.8569,-147.8028,50.32,0.0
478,Fuengirola,40,ES,2021-09-20 02:37:38,72,36.54,-4.6247,71.6,3.44
479,Concepcion,0,CL,2021-09-20 02:37:38,81,-36.827,-73.0498,48.0,8.05
480,Safaga,0,EG,2021-09-20 02:37:39,48,26.7292,33.9365,80.55,9.1
481,Cortes,85,ES,2021-09-20 02:37:39,72,41.9395,-1.4396,62.08,12.35
482,Lala,100,PH,2021-09-20 02:37:39,78,7.9745,123.7458,81.28,2.84
483,Yangmei,97,CN,2021-09-20 02:37:40,62,24.1023,112.5618,85.84,1.88
484,Agadez,5,NE,2021-09-20 02:37:40,14,19.75,10.25,80.44,9.51
485,Kirakira,92,SB,2021-09-20 02:37:41,76,-10.4544,161.9205,83.23,13.76
486,Harper,24,LR,2021-09-20 02:37:41,84,4.375,-7.7169,77.47,1.92
487,Atar,20,MR,2021-09-20 02:37:42,38,20.5169,-13.0499,85.64,10.0
488,Atlantis,92,ZA,2021-09-20 02:37:42,87,-33.5667,18.4834,57.96,8.55
489,Pemberton,100,CA,2021-09-20 02:37:43,96,50.3164,-122.8027,53.46,2.95
490,Cayenne,0,GF,2021-09-20 02:37:43,81,4.9333,-52.3333,83.08,3.0
491,Flagstaff,1,US,2021-09-20 02:37:43,55,35.1981,-111.6513,67.66,5.99
492,Pamanukan,7,ID,2021-09-20 02:37:44,45,-6.2842,107.8106,90.48,2.1
493,Nyurba,11,RU,2021-09-20 02:37:44,47,63.2842,118.3319,40.8,1.28
494,Baracoa,94,CU,2021-09-20 02:37:45,84,20.3467,-74.4958,80.46,10.2
495,Yumen,32,CN,2021-09-20 02:37:45,14,40.2833,97.2,76.87,12.48
496,Orlik,2,RU,2021-09-20 02:37:45,44,52.5178,99.825,58.77,4.16
497,Marang,100,MY,2021-09-20 02:37:46,67,5.2056,103.2059,85.91,4.99
498,Vanavara,100,RU,2021-09-20 02:37:46,71,60.34,102.2797,50.86,6.06
499,Lisakovsk,82,KZ,2021-09-20 02:36:27,66,52.5369,62.4936,36.55,10.94
500,Leshukonskoye,100,RU,2021-09-20 02:37:47,70,64.8989,45.7622,38.61,4.38
501,Marica,54,BR,2021-09-20 02:37:48,89,-22.9194,-42.8186,73.35,8.1
502,Kalga,99,RU,2021-09-20 02:37:48,51,50.9251,118.898,55.65,5.86
503,Ossora,71,RU,2021-09-20 02:33:12,83,59.2353,163.0719,52.2,14.36
504,San Ignacio,0,BZ,2021-09-20 02:37:49,94,17.1561,-89.0714,80.74,0.0
505,Richards Bay,96,ZA,2021-09-20 02:37:50,75,-28.783,32.0377,64.76,17.07
506,Codajas,69,BR,2021-09-20 02:37:50,91,-3.8367,-62.0569,75.18,1.57
507,Avila,58,ES,2021-09-20 02:37:51,57,40.5833,-5.0,54.64,2.73
508,Bathsheba,20,BB,2021-09-20 02:37:51,83,13.2167,-59.5167,77.61,2.3
509,Port-Gentil,100,GA,2021-09-20 02:37:51,83,-0.7193,8.7815,76.53,8.93
510,Havoysund,100,NO,2021-09-20 02:37:52,74,70.9963,24.6622,47.28,12.88
511,Bosaso,55,SO,2021-09-20 02:37:52,49,11.2842,49.1816,89.58,8.95
512,Limon,100,CR,2021-09-20 02:37:53,78,10.0,-83.0333,80.04,0.98
513,Valdivia,3,CL,2021-09-20 02:36:03,96,-39.8142,-73.2459,39.29,2.75
514,Krasnoselkup,100,RU,2021-09-20 02:37:53,89,65.7,82.4667,39.74,10.83
515,Bougouni,6,ML,2021-09-20 02:37:54,77,11.417,-7.479,74.82,3.29
516,Atbasar,4,KZ,2021-09-20 02:37:54,64,51.8,68.3333,38.19,13.85
517,Prado,25,BR,2021-09-20 02:37:55,86,-17.3411,-39.2208,71.46,6.02
518,Samana,14,DO,2021-09-20 02:37:55,87,19.2056,-69.3369,77.34,6.13
519,Johi,10,PK,2021-09-20 02:37:56,45,26.6921,67.6133,93.06,9.6
520,Svetlogorsk,100,BY,2021-09-20 02:37:56,97,52.6333,29.7333,45.19,11.34
521,Dallas,1,US,2021-09-20 02:36:39,65,32.7668,-96.7836,86.81,1.01
522,Verkhovazhye,100,RU,2021-09-20 02:37:57,82,60.7472,42.0465,34.36,4.41
523,Chicama,54,PE,2021-09-20 02:37:57,82,-7.8447,-79.1469,59.54,7.07
524,Los Llanos De Aridane,20,ES,2021-09-20 02:37:57,82,28.6585,-17.9182,69.55,8.05
525,Mizan Teferi,81,ET,2021-09-20 02:37:58,95,6.9833,35.5833,59.04,2.73
526,Illela,65,NG,2021-09-20 02:37:58,65,13.7292,5.2975,81.19,5.08
527,Powell River,75,CA,2021-09-20 02:37:59,94,49.8496,-124.5361,58.08,6.91
528,Praia Da Vitoria,40,PT,2021-09-20 02:37:59,88,38.7333,-27.0667,69.76,10.87
529,Akyab,99,MM,2021-09-20 02:37:59,80,20.15,92.9,81.86,6.31
530,Jutai,76,BR,2021-09-20 02:38:00,80,-5.1833,-68.9,76.03,2.59
531,Kabala,64,SL,2021-09-20 02:38:00,99,9.5833,-11.55,69.24,1.97
532,Huarmey,13,PE,2021-09-20 02:38:01,81,-10.0681,-78.1522,61.29,10.36
533,Itaituba,76,BR,2021-09-20 02:38:01,67,-4.2761,-55.9836,79.68,1.28
534,Urusha,34,RU,2021-09-20 02:38:02,60,54.05,122.9,58.64,4.99
535,Severo-Yeniseyskiy,92,RU,2021-09-20 02:38:02,76,60.3725,93.0408,45.0,6.55
536,Presidencia Roque Saenz Pena,41,AR,2021-09-20 02:38:03,31,-26.7852,-60.4388,81.86,7.27
537,Correntina,9,BR,2021-09-20 02:38:03,27,-13.3433,-44.6367,73.38,1.57
538,Guerrero Negro,0,MX,2021-09-20 02:38:03,79,27.9769,-114.0611,68.99,15.84
539,Otofuke,18,JP,2021-09-20 02:38:04,50,42.9917,143.2003,70.75,5.84
540,Kapit,82,MY,2021-09-20 02:38:04,88,2.0167,112.9333,81.55,0.49
541,Homa Bay,56,KE,2021-09-20 02:38:05,79,-0.5273,34.4571,66.54,4.05
542,Sorland,100,NO,2021-09-20 02:38:05,76,67.667,12.6934,50.88,15.95
543,Huilong,100,CN,2021-09-20 02:38:06,82,31.8111,121.655,88.99,10.92
544,Mopipi,0,BW,2021-09-20 02:38:06,35,-21.1833,24.8833,65.44,11.07
545,Marsh Harbour,84,BS,2021-09-20 02:35:30,74,26.5412,-77.0636,83.16,9.73
546,Pingliang,0,CN,2021-09-20 02:38:07,34,35.5392,106.6861,72.18,7.87
547,Belmonte,13,BR,2021-09-20 02:38:07,85,-15.8631,-38.8828,73.9,6.08
548,Provost,25,CA,2021-09-20 02:38:08,57,52.3501,-110.2683,50.45,8.84
549,San Juan,14,AR,2021-09-20 02:38:08,44,-31.5375,-68.5364,61.74,19.17
550,Eyl,100,SO,2021-09-20 02:38:09,76,7.9803,49.8164,77.86,16.26
551,Isangel,75,VU,2021-09-20 02:38:09,53,-19.55,169.2667,78.91,9.22
552,Golyshmanovo,100,RU,2021-09-20 02:38:09,97,56.3979,68.3728,35.22,13.13
553,Tongliao,100,CN,2021-09-20 02:38:10,84,43.6125,122.2653,56.79,10.8
554,Kokopo,64,PG,2021-09-20 02:38:11,62,-4.352,152.2633,85.77,10.49
555,Carlsbad,1,US,2021-09-20 02:35:13,81,33.1581,-117.3506,71.76,4.61
556,Jesup,1,US,2021-09-20 02:38:12,83,31.6074,-81.8854,77.02,0.0
557,Port Lincoln,100,AU,2021-09-20 02:36:11,58,-34.7333,135.8667,54.25,25.03
558,Dalbandin,0,PK,2021-09-20 02:38:12,13,28.8947,64.4101,82.76,5.77
559,Tiznit,67,MA,2021-09-20 02:38:13,84,29.5833,-9.5,62.67,1.86
560,Hermosillo,1,MX,2021-09-20 02:33:25,38,29.0667,-110.9667,94.68,4.0
561,Garowe,100,SO,2021-09-20 02:38:13,67,8.4054,48.4845,75.27,17.58
562,Bokoro,94,TD,2021-09-20 02:38:14,73,12.3807,17.0568,77.58,5.44
563,Batagay-Alyta,96,RU,2021-09-20 02:38:14,71,67.8006,130.4114,29.98,1.74
564,Labytnangi,100,RU,2021-09-20 02:38:15,68,66.6572,66.4183,36.79,10.63
565,Faanui,71,PF,2021-09-20 02:38:15,74,-16.4833,-151.75,78.53,17.67
566,Machali,8,CL,2021-09-20 02:38:16,88,-34.1833,-70.6667,47.61,3.02
567,Baoqing,100,CN,2021-09-20 02:38:16,41,46.3317,132.2111,63.1,6.13
568,Beaufort,75,MY,2021-09-20 02:38:17,70,5.3473,115.7455,82.56,2.33
569,Neiafu,40,TO,2021-09-20 02:38:17,69,-18.65,-173.9833,81.28,6.91
570,Bangui,0,CF,2021-09-20 02:38:17,88,4.3612,18.555,75.38,0.0
571,Bonthe,100,SL,2021-09-20 02:38:18,89,7.5264,-12.505,75.94,4.52
572,Tabursuq,0,TN,2021-09-20 02:38:19,79,36.4569,9.2475,70.09,1.88
573,Bontang,57,ID,2021-09-20 02:36:44,71,0.1333,117.5,83.52,6.46
574,Syracuse,0,IT,2021-09-20 02:38:19,78,37.0881,15.2792,76.62,4.03
575,Kasulu,100,TZ,2021-09-20 02:38:20,55,-4.5767,30.1025,66.02,0.22
576,Borogontsy,98,RU,2021-09-20 02:38:20,83,62.6683,131.1683,38.98,3.8
577,Lyubech,100,UA,2021-09-20 02:38:20,96,51.7026,30.6569,49.05,5.06
578,Quesnel,90,CA,2021-09-20 02:37:15,87,52.9999,-122.5029,52.3,4.61
579,Hovd,42,MN,2021-09-20 02:38:21,31,48.0056,91.6419,65.77,7.52
580,Namibe,35,AO,2021-09-20 02:38:22,87,-15.1961,12.1522,59.92,7.49
581,Avera,100,US,2021-09-20 02:38:22,81,33.194,-82.5271,76.68,6.55
582,Skibotn,95,NO,2021-09-20 02:38:22,87,69.3913,20.2679,46.49,17.05
583,Baculin,96,PH,2021-09-20 02:38:23,73,7.4525,126.5842,84.02,3.98
584,Peniche,5,PT,2021-09-20 02:38:23,90,39.3558,-9.3811,65.68,22.88
